No.	Functions	DeviceProperty Code / Command Id	Mode	ILX-LR1	ILCE-1M2	ILCE-1	ILCE-9M3	ILCE-9M2	ILCE-7RM5	ILCE-7RM4A	ILCE-7RM4	ILCE-7CR	ILCE-7SM3	ILCE-7M4	ILCE-7CM2	ILCE-7C	ILCE-6700	MPC-2610	ILME-FX6	ILME-FX2	ILME-FX3A	ILME-FX3	ILME-FX30	PXW-Z200	HXR-NX800	ZV-E1	ZV-E10M2	DSC-RX0M2	ILME-FR7	BRC-AM7
654	Tilt Limit Mode	:ref:`CrDeviceProperty_TiltLimitMode<dp-TiltLimitMode>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔
655	Tilt Limit Range Minimum	:ref:`CrDeviceProperty_TiltLimitRangeMinimum<dp-TiltLimitRangeMinimum>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔
656	Tilt Limit Range Maximum	:ref:`CrDeviceProperty_TiltLimitRangeMaximum<dp-TiltLimitRangeMaximum>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔
657	Preset PTZF Number of Slots	:ref:`CrDeviceProperty_PresetPTZFSlotNumber<dp-PresetPTZFSlotNumber>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔
658	SetPresetPTZF Binary Version	:ref:`CrDeviceProperty_SetPresetPTZFBinaryVersion<dp-SetPresetPTZFBinaryVersion>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔
659	Paint Look User Matrix Setting	:ref:`CrDeviceProperty_PaintLookUserMatrixSetting<dp-PaintLookUserMatrixSetting>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔
660	Paint Look User Matrix Level	:ref:`CrDeviceProperty_PaintLookUserMatrixLevel<dp-PaintLookUserMatrixLevel>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔
661	Paint Look User Matrix Phase	:ref:`CrDeviceProperty_PaintLookUserMatrixPhase<dp-PaintLookUserMatrixPhase>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔
662	Paint Look User Matrix RG	:ref:`CrDeviceProperty_PaintLookUserMatrixRG<dp-PaintLookUserMatrixRG>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔
663	Paint Look User Matrix RB	:ref:`CrDeviceProperty_PaintLookUserMatrixRB<dp-PaintLookUserMatrixRB>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔
664	Paint Look User Matrix GR	:ref:`CrDeviceProperty_PaintLookUserMatrixGR<dp-PaintLookUserMatrixGR>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔
665	Paint Look User Matrix GB	:ref:`CrDeviceProperty_PaintLookUserMatrixGB<dp-PaintLookUserMatrixGB>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔
666	Paint Look User Matrix BR	:ref:`CrDeviceProperty_PaintLookUserMatrixBR<dp-PaintLookUserMatrixBR>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔
667	Paint Look User Matrix BG	:ref:`CrDeviceProperty_PaintLookUserMatrixBG<dp-PaintLookUserMatrixBG>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔
668	Paint Look Multi Matrix Area Indication	:ref:`CrDeviceProperty_PaintLookMultiMatrixAreaIndication<dp-PaintLookMultiMatrixAreaIndication>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔
669	Paint Look Multi Matrix Setting	:ref:`CrDeviceProperty_PaintLookMultiMatrixSetting<dp-PaintLookMultiMatrixSetting>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔
670	Paint Look Multi Matrix Axis	:ref:`CrDeviceProperty_PaintLookMultiMatrixAxis<dp-PaintLookMultiMatrixAxis>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔
671	Paint Look Multi Matrix Hue	:ref:`CrDeviceProperty_PaintLookMultiMatrixHue<dp-PaintLookMultiMatrixHue>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔
672	Paint Look Multi Matrix Saturation	:ref:`CrDeviceProperty_PaintLookMultiMatrixSaturation<dp-PaintLookMultiMatrixSaturation>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔
673	Iris Close Setting	:ref:`CrDeviceProperty_IrisCloseSetting<dp-IrisCloseSetting>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\*1	\*1	\-	\-	\-	\-	\*1	\*1	\-	\-	\-	\*1	\*1
674	Language Setting	:ref:`CrDeviceProperty_LanguageSetting<dp-LanguageSetting>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔
675	Camera Power Status	:ref:`CrDeviceProperty_CameraPowerStatus<dp-CameraPowerStatus>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔
676	LiveView Protocol	:ref:`CrDeviceProperty_LiveViewProtocol<dp-LiveViewProtocol>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔
677	Preset PTZF Recall	:ref:`CrDeviceProperty_PresetPTZFSlotNumber<dp-PresetPTZFSlotNumber>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔
678	Tally Lamp Control Red	:ref:`CrDeviceProperty_TallyLampControlRed<dp-TallyLampControlRed>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔
679	Tally Lamp Control Green	:ref:`CrDeviceProperty_TallyLampControlGreen<dp-TallyLampControlGreen>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔
680	Tally Lamp Control Yellow	:ref:`CrDeviceProperty_TallyLampControlYellow<dp-TallyLampControlYellow>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔
681	Zoom Operation with Int16	:ref:`CrDeviceProperty_ZoomOperationWithInt16<dp-ZoomOperationWithInt16>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔
682	Focus Operation with Int16	:ref:`CrDeviceProperty_FocusOperationWithInt16<dp-FocusOperationWithInt16>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔
683	Camera Standby	:ref:`CrCommandId_CameraStandBy<command-CameraStandBy>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔
684	Power On	:ref:`CrCommandId_PowerOn<command-PowerOn>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔
685	Target Streaming Destination Select	:ref:`CrDeviceProperty_TargetStreamingDestinationSelect<dp-TargetStreamingDestinationSelect>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	\-
686	Stream Status	:ref:`CrDeviceProperty_StreamStatus<dp-StreamStatus>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	\-
687	Stream Button	:ref:`CrCommandId_StreamButton<command-StreamButton>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	\-
688	RemoteKey Cancel Back Button	:ref:`CrCommandId_RemoteKeyCancelBackButton<command-RemoteKeyCancelBackButton>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔
689	RemoteKey Display Button	:ref:`CrCommandId_RemoteKeyDisplayButton<command-RemoteKeyDisplayButton>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔
690	RemoteKey SET	:ref:`CrCommandId_RemoteKeySet<command-RemoteKeySet>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	✔	✔
691	RemoteKey RIGHT UP	:ref:`CrCommandId_RemoteKeyRightUp<command-RemoteKeyRightUp>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔
692	RemoteKey RIGHT DOWN	:ref:`CrCommandId_RemoteKeyRightDown<command-RemoteKeyRightDown>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔
693	RemoteKey LEFT UP	:ref:`CrCommandId_RemoteKeyLeftUp<command-RemoteKeyLeftUp>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔
694	RemoteKey LEFT DOWN	:ref:`CrCommandId_RemoteKeyLeftDown<command-RemoteKeyLeftDown>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔
695	RemoteKey Menu Button	:ref:`CrCommandId_RemoteKeyMenuButton<command-RemoteKeyMenuButton>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	✔	✔
696	RemoteKey UP	:ref:`CrCommandId_RemoteKeyUp<command-RemoteKeyUp>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	✔	✔
697	RemoteKey DOWN	:ref:`CrCommandId_RemoteKeyDown<command-RemoteKeyDown>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	✔	✔
698	RemoteKey LEFT	:ref:`CrCommandId_RemoteKeyLeft<command-RemoteKeyLeft>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	✔	✔
699	RemoteKey RIGHT	:ref:`CrCommandId_RemoteKeyRight<command-RemoteKeyRight>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	✔	✔
700	Reset Multi Matrix	:ref:`CrCommandId_ResetMultiMatrix<command-ResetMultiMatrix>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔
701	IR Remote Setting	:ref:`CrDeviceProperty_IRRemoteSetting<dp-IRRemoteSetting>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔
702	IP Setup Protocol Setting	:ref:`CrDeviceProperty_IPSetupProtocolSetting<dp-IPSetupProtocolSetting>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔
703	Recordable Power Sources	:ref:`CrDeviceProperty_RecordablePowerSources<dp-RecordablePowerSources>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	\*1
704	Audio Input CH1 Level Control	:ref:`CrDeviceProperty_AudioInputCH1LevelControl<dp-AudioInputCH1LevelControl>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔
705	Audio Input CH2 Level Control	:ref:`CrDeviceProperty_AudioInputCH2LevelControl<dp-AudioInputCH2LevelControl>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔
706	Audio Input CH3 Level Control	:ref:`CrDeviceProperty_AudioInputCH3LevelControl<dp-AudioInputCH3LevelControl>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔
707	Audio Input CH4 Level Control	:ref:`CrDeviceProperty_AudioInputCH4LevelControl<dp-AudioInputCH4LevelControl>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔
708	Audio Input CH1 Level	:ref:`CrDeviceProperty_AudioInputCH1Level<dp-AudioInputCH1Level>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔
709	Audio Input CH2 Level	:ref:`CrDeviceProperty_AudioInputCH2Level<dp-AudioInputCH2Level>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔
710	Audio Input CH3 Level	:ref:`CrDeviceProperty_AudioInputCH3Level<dp-AudioInputCH3Level>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔
711	Audio Input CH4 Level	:ref:`CrDeviceProperty_AudioInputCH4Level<dp-AudioInputCH4Level>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔
712	Audio Input CH1 Input Select	:ref:`CrDeviceProperty_AudioInputCH1InputSelect<dp-AudioInputCH1InputSelect>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔
713	Audio Input CH2 Input Select	:ref:`CrDeviceProperty_AudioInputCH2InputSelect<dp-AudioInputCH2InputSelect>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔
714	Audio Input CH3 Input Select	:ref:`CrDeviceProperty_AudioInputCH3InputSelect<dp-AudioInputCH3InputSelect>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔
715	Audio Input CH4 Input Select	:ref:`CrDeviceProperty_AudioInputCH4InputSelect<dp-AudioInputCH4InputSelect>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔
716	Audio Input CH1 Wind Filter	:ref:`CrDeviceProperty_AudioInputCH1WindFilter<dp-AudioInputCH1WindFilter>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔
717	Audio Input CH2 Wind Filter	:ref:`CrDeviceProperty_AudioInputCH2WindFilter<dp-AudioInputCH2WindFilter>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔
718	Audio Input CH3 Wind Filter	:ref:`CrDeviceProperty_AudioInputCH3WindFilter<dp-AudioInputCH3WindFilter>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔
719	Audio Input CH4 Wind Filter	:ref:`CrDeviceProperty_AudioInputCH4WindFilter<dp-AudioInputCH4WindFilter>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔
720	StreamSettingList Operation Enable Status	:ref:`CrDeviceProperty_StreamSettingListOperationStatus<dp-StreamSettingListOperationStatus>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	\-
721	DeleteContent Operation Enable Status(SLOT1)	:ref:`CrDeviceProperty_DeleteContentOperationEnableStatusSLOT1<dp-DeleteContentOperationEnableStatusSLOT1>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	✔	✔	\-	✔	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-
722	DeleteContent Operation Enable Status(SLOT2)	:ref:`CrDeviceProperty_DeleteContentOperationEnableStatusSLOT2<dp-DeleteContentOperationEnableStatusSLOT2>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-
723	Call Setting	:ref:`CrDeviceProperty_CallSetting<dp-CallSetting>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-
724	Monitoring Output Format	:ref:`CrDeviceProperty_MonitoringOutputFormat<dp-MonitoringOutputFormat>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔
725	Monitoring OutputDisplay Setting1	:ref:`CrDeviceProperty_MonitoringOutputDisplaySetting1<dp-MonitoringOutputDisplaySetting1>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔
726	Monitoring OutputDisplay Setting2	:ref:`CrDeviceProperty_MonitoringOutputDisplaySetting2<dp-MonitoringOutputDisplaySetting2>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔
727	ND Filter Position Setting	:ref:`CrDeviceProperty_NDFilterPositionSetting<dp-NDFilterPositionSetting>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	\-
728	Manual Input for ND Filter Value	:ref:`CrDeviceProperty_ManualInputForNDFilterValue<dp-ManualInputForNDFilterValue>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-
729	Different Set for S&Q/Mv	:ref:`CrDeviceProperty_DifferentSetForSQMovie<dp-DifferentSetForSQMovie>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\*1	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-
730	Focus Speed Direct Sync	:ref:`CrDeviceProperty_FocusSpeedDirectSync<dp-FocusSpeedDirectSync>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔
731	Audio Input1 Type Select	:ref:`CrDeviceProperty_AudioInput1TypeSelect<dp-AudioInput1TypeSelect>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔
732	Audio Input2 Type Select	:ref:`CrDeviceProperty_AudioInput2TypeSelect<dp-AudioInput2TypeSelect>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔
733	SceneFile Command Version	:ref:`CrDeviceProperty_SceneFileCommandVersion<dp-SceneFileCommandVersion>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	\-
734	SceneFile Upload Operation Enable Status	:ref:`CrDeviceProperty_SceneFileUploadOperationEnableStatus<dp-SceneFileUploadOperationEnableStatus>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	✔
735	SceneFile Download Operation Enable Status	:ref:`CrDeviceProperty_SceneFileDownloadOperationEnableStatus<dp-SceneFileDownloadOperationEnableStatus>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	✔
736	SceneFile Indexes Available For Download	:ref:`CrDeviceProperty_SceneFileIndexesAvailableForDownload<dp-SceneFileIndexesAvailableForDownload>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	✔
737	Log Shooting Mode <Still>	:ref:`CrDeviceProperty_LogShootingMode<dp-LogShootingMode>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	\-	\-	\-	\-	\-
738	Log Shooting Mode Color Gamut <Still>	:ref:`CrDeviceProperty_LogShootingModeColorGamut<dp-LogShootingModeColorGamut>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	\-	\-	\-	\-	\-
739	Eframing Type	:ref:`CrDeviceProperty_EframingType<dp-EframingType>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	\-
740	Eframing Command Version	:ref:`CrDeviceProperty_EframingCommandVersion<dp-EframingCommandVersion>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	\-
741	Eframing Auto Eframing	:ref:`CrDeviceProperty_EframingAutoFraming<dp-EframingAutoFraming>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	\-
742	Eframing Tracking Start Mode	:ref:`CrDeviceProperty_EframingTrackingStartMode<dp-EframingTrackingStartMode>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	\-
743	Eframing Production Effect	:ref:`CrDeviceProperty_EframingProductionEffect<dp-EframingProductionEffect>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	\-
744	Eframing Speed (PTZ)	:ref:`CrDeviceProperty_EframingSpeedPTZ<dp-EframingSpeedPTZ>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	\-
745	Recording Resolution for RTSP (Movie)	:ref:`CrDeviceProperty_Movie_RecordingResolutionForRTSP<dp-Movie_RecordingResolutionForRTSP>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-
746	Recording Frame Rate RTSP Setting(Movie)	:ref:`CrDeviceProperty_Movie_RecordingFrameRateRTSPSetting<dp-Movie_RecordingFrameRateRTSPSetting>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-
747	Picture Cache Rec Setting	:ref:`CrDeviceProperty_PictureCacheRecSetting<dp-PictureCacheRecSetting>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	\-	\-	\-	\-	✔	\-
748	Picture Cache Rec Size and Time	:ref:`CrDeviceProperty_PictureCacheRecSizeAndTime<dp-PictureCacheRecSizeAndTime>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	\-	\-	\-	\-	✔	\-
